AaA0:Aa:A	0	0.0N
AaA0:Aa:A	0	0.0N
Aa0:aA-Aa0:A	0	0.0N
Aa0A:aA-Aa0:A	0	0.0N
Aa0A:aA-Aa0:A	0	0.0N
Aa0A:aA-Aa0:A	0	0.0N
A0A0:Aa:A	0	0.0N
A0A0:Aa:A	0	0.0N
A0A:Aa:A	0	0.0N
A0_Aa:Aa:A	0	0.0N
A0_Aa0:Aa:A	0	0.0N
A0_Aa0:Aa:A	0	0.0N
A0_Aa0:Aa:A	0	0.0N
A0_Aa0:Aa:A	0	0.0N
A0_Aa0:Aa:A	0	0.0N
A0_Aa0:Aa:A	0	0.0N
A0_Aa0a:A0:A	0	0.0N
A0_Aa0a:A0:A	0	0.0N
A0_Aa0:A0:A	0	0.0N
A0:A0:A	0	0.0N
A0A:A0:A	0	0.0N
A0:A0:A	0	0.0N
A0A:A0:A	0	0.0N
A:A:A	0	0.0N
A_A:A:A	0	0.0N
A_A0:A:A	0	0.0N
A_A:A:A	0	0.0N
A_A:A:A	0	0.0N
A_Aa:A:A	0	0.0N
A_Aa:A:A	0	0.0N
A:aA-Aa:A	0	0.0N
A0_Aa:A0:A	0	0.0N
Aa0_Aa:aA-Aa:A	0	0.0N
Aa0:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0:aA-Aa:A	0	0.0N
Aa0:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a_Aa:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0:aA-Aa:A	0	0.0N
Aa0:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0:aA-Aa:A	0	0.0N
Aa0:aA-Aa:A	0	0.0N
Aa0:aA-Aa:A	0	0.0N
Aa0a:aA-Aa:A	0	0.0N
Aa0:aA-Aa:A	0	0.0N
Aa0:aA-Aa:A	0	0.0N
Aa:aA-Aa:A	0	0.0N
Aa_Aa:aA-Aa:A	0	0.0N
Aa_Aa_:aA-Aa:A	0	0.0N
A0_Aa:AaAa:A	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
A0	0	0.0N
