a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
0,0N
a,0N
a,0N
a,0N
0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
0,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a0,0N
a,0N
a,0N
a,0N
0,0N
0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
0,0N
a-a,0N
a,0N
a0a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
0a0a0a0,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a0,0N
0,0N
a,0N
a0a,0N
a0-a,0N
a,0N
a,0N
a0a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
A@a0a,0N
a,0N
a,0N
a,0N
a,0N
a0a,0N
0a0a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
0,0N
a,0N
a0,0N
a,0N
a@a0a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
Aa,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0a,0N
a,0N
a,0N
a,0N
a0,0N
a0a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a_a,0N
a,0N
a0,0N
a,0N
a,0N
0,0N
a,0N
a,0N
a,0N
0a,0N
a0,0N
a,0N
a,0N
a,0N
0,0N
a,0N
a0a,0N
a0,0N
a0,0N
Aa,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a0a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a0,0N
a0,0N
a,0N
a,0N
a_a,0N
a_a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a0a0a0a,0N
a,0N
a,0N
a0,0N
a0,0N
a,0N
a0,0N
a,0N
a,0N
a0,0N
a0,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a0,0N
0a,0N
a,0N
a-,0N
a0,0N
0,0N
Aa,0N
a,0N
a0,0N
a,0N
a0a0a0,0N
0a@A,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a-a,0N
a,0N
a,0N
a0,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a0,0N
a0,0N
a,0N
a,0N
a,0N
a0a,0N
a,0N
a0,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a0,0N
Aa,0N
a,0N
a,0N
a0,0N
a0,0N
!A0a,0N
a,0N
Aa0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a-a,0N
a-a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
0a0a0a,0N
a,0N
0,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a0a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a0,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
Aa0a,0N
a,0N
a,0N
0,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
!@#$%^,0N
a,0N
0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
Aa,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a0,0N
a,0N
$A,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a0,0N
a,0N
a,0N
0,0N
0,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
0,0N
a0,0N
a-a,0N
a,0N
a0a0a,0N
a,0N
a,0N
a@0,0N
a,0N
0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
0a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
0,0N
a,0N
a,0N
a_a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a0,0N
a,0N
a,0N
a@a,0N
a,0N
a,0N
a,0N
a@0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
A@0a0a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0a,0N
a0,0N
0,0N
a,0N
a_a,0N
a,0N
a,0N
a@0,0N
.,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a0a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
0,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
a,0N
